day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;99100;STARFRUIT;4988;6;4987;25;;;4994;25;;;;;4991.0;450.484375
-2;99100;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;590.0
-2;99200;STARFRUIT;4988;5;4987;22;;;4994;22;;;;;4991.0;450.8359375
-2;99200;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;590.0
-2;99300;STARFRUIT;4993;1;4987;27;;;4994;27;;;;;4993.5;450.796875
-2;99300;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;590.0
-2;99400;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;590.0
-2;99400;STARFRUIT;4988;26;;;;;4995;26;;;;;4991.5;438.25
-2;99500;STARFRUIT;4988;24;;;;;4995;24;;;;;4991.5;438.265625
-2;99500;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;590.0
-2;99600;STARFRUIT;4989;4;4988;28;;;4995;28;;;;;4992.0;445.5390625
-2;99600;AMETHYSTS;10002;1;9995;28;;;10005;28;;;;;10003.5;590.0
-2;99700;STARFRUIT;4987;30;;;;;4994;30;;;;;4990.5;452.859375
-2;99700;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;592.0
-2;99800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;592.0
-2;99800;STARFRUIT;4988;28;;;;;4994;1;4995;27;;;4991.0;443.328125
-2;99900;STARFRUIT;4987;28;;;;;4994;29;;;;;4990.5;456.6171875
-2;99900;AMETHYSTS;10002;1;9995;29;;;10005;29;;;;;10003.5;592.0
-2;100000;STARFRUIT;4987;24;;;;;4992;5;4994;24;;;4989.5;460.375
-2;100000;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;594.0
-2;100100;STARFRUIT;4987;29;;;;;4994;29;;;;;4990.5;463.4140625
-2;100100;AMETHYSTS;10002;1;9995;29;;;10005;29;;;;;10003.5;594.0
-2;100200;AMETHYSTS;9998;5;9996;1;9995;22;10004;1;10005;22;;;10001.0;596.0
-2;100200;STARFRUIT;4986;23;;;;;4991;1;4992;1;4993;22;4988.5;482.9140625
-2;100300;STARFRUIT;4986;1;4985;30;;;4992;31;;;;;4989.0;486.65625
-2;100300;AMETHYSTS;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;596.0
-2;100400;STARFRUIT;4986;30;;;;;4993;30;;;;;4989.5;478.703125
-2;100400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;596.0
-2;100500;STARFRUIT;4986;22;;;;;4993;22;;;;;4989.5;476.890625
-2;100500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;596.0
-2;100600;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;596.0
-2;100600;STARFRUIT;4986;29;;;;;4991;1;4992;1;4993;28;4988.5;484.0625
-2;100700;STARFRUIT;4986;31;;;;;4993;31;;;;;4989.5;478.59375
-2;100700;AMETHYSTS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;596.0
-2;100800;STARFRUIT;4987;7;4986;28;;;4993;28;;;;;4990.0;474.5078125
-2;100800;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;598.0
-2;100900;STARFRUIT;4987;27;;;;;4988;8;4994;27;;;4987.5;458.421875
-2;100900;AMETHYSTS;9998;10;9995;27;;;10005;27;;;;;10001.5;598.0
-2;101000;AMETHYSTS;9998;6;9995;30;;;10005;30;;;;;10001.5;598.0
-2;101000;STARFRUIT;4988;1;4987;30;;;4994;30;;;;;4991.0;481.00390625
-2;101100;STARFRUIT;4987;5;4986;21;;;4993;22;;;;;4990.0;482.8671875
-2;101100;AMETHYSTS;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;598.0
-2;101200;STARFRUIT;4986;26;;;;;4987;1;4993;26;;;4986.5;482.6875
-2;101200;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;598.0
-2;101300;STARFRUIT;4987;1;4986;26;;;4993;27;;;;;4990.0;486.2421875
-2;101300;AMETHYSTS;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;598.0
-2;101400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;602.0
-2;101400;STARFRUIT;4986;22;;;;;4991;5;4993;22;;;4988.5;485.87109375
-2;101500;STARFRUIT;4989;5;4987;2;4986;20;4993;22;;;;;4991.0;486.3515625
-2;101500;AMETHYSTS;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;602.0
-2;101600;STARFRUIT;4986;27;;;;;4987;1;4988;5;4993;27;4986.5;486.3984375
-2;101600;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;602.0
-2;101700;STARFRUIT;4985;27;;;;;4992;27;;;;;4988.5;498.578125
-2;101700;AMETHYSTS;9998;1;9995;27;;;10005;27;;;;;10001.5;602.0
-2;101800;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;602.0
-2;101800;STARFRUIT;4985;26;;;;;4992;26;;;;;4988.5;501.9296875
-2;101900;STARFRUIT;4985;23;;;;;4990;6;4991;2;4992;21;4987.5;510.25
-2;101900;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;602.0
-2;102000;STARFRUIT;4985;1;4984;29;;;4991;30;;;;;4988.0;516.53125
-2;102000;AMETHYSTS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;602.0
-2;102100;STARFRUIT;4984;24;;;;;4991;24;;;;;4987.5;519.8125
-2;102100;AMETHYSTS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;604.0
-2;102200;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;604.0
-2;102200;STARFRUIT;4984;30;;;;;4989;7;4991;30;;;4986.5;516.828125
-2;102300;STARFRUIT;4988;4;4985;25;;;4991;1;4992;24;;;4989.5;511.78125
-2;102300;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;604.0
-2;102400;STARFRUIT;4984;23;;;;;4991;23;;;;;4987.5;519.3671875
-2;102400;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;604.0
-2;102500;STARFRUIT;4985;2;4984;27;;;4991;29;;;;;4988.0;517.140625
-2;102500;AMETHYSTS;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;604.0
-2;102600;AMETHYSTS;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;604.0
-2;102600;STARFRUIT;4985;25;;;;;4991;2;4992;23;;;4988.0;511.171875
-2;102700;STARFRUIT;4985;21;;;;;4992;21;;;;;4988.5;511.6171875
-2;102700;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;604.0
-2;102800;STARFRUIT;4984;28;;;;;4991;28;;;;;4987.5;524.1328125
-2;102800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;604.0
-2;102900;STARFRUIT;4988;4;4984;4;4983;28;4990;28;;;;;4989.0;540.546875
-2;102900;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;604.0
-2;103000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;604.0
-2;103000;STARFRUIT;4984;1;4983;30;;;4988;4;4990;31;;;4986.0;534.703125
-2;103100;STARFRUIT;4989;1;4984;27;;;4990;1;4991;26;;;4989.5;527.9375
-2;103100;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;604.0
-2;103200;STARFRUIT;4985;6;4984;27;;;4991;27;;;;;4988.0;527.6875
-2;103200;AMETHYSTS;9998;5;9995;27;;;10005;27;;;;;10001.5;604.0
-2;103300;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;604.0
-2;103300;STARFRUIT;4984;9;4983;25;;;4990;26;;;;;4987.0;536.25
-2;103400;STARFRUIT;4984;31;;;;;4987;5;4991;32;;;4985.5;524.890625
-2;103400;AMETHYSTS;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;604.0
-2;103500;STARFRUIT;4985;9;4984;27;;;4991;28;;;;;4988.0;520.0703125
-2;103500;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;604.0
-2;103600;STARFRUIT;4985;2;4984;25;;;4991;27;;;;;4988.0;520.4921875
-2;103600;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;604.0
-2;103700;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;604.0
-2;103700;STARFRUIT;4985;1;4984;24;;;4991;25;;;;;4988.0;521.9765625
-2;103800;STARFRUIT;4984;26;;;;;4989;7;4991;26;;;4986.5;533.8046875
-2;103800;AMETHYSTS;9998;5;9995;26;;;10005;26;;;;;10001.5;604.0
-2;103900;STARFRUIT;4984;24;;;;;4991;24;;;;;4987.5;529.484375
-2;103900;AMETHYSTS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;604.0
-2;104000;STARFRUIT;4989;1;4983;27;;;4990;27;;;;;4989.5;539.265625
-2;104000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;604.0
-2;104100;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;604.0
-2;104100;STARFRUIT;4984;1;4983;27;;;4990;28;;;;;4987.0;537.4609375
-2;104200;STARFRUIT;4984;23;;;;;4989;7;4990;1;4991;23;4986.5;533.0
-2;104200;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;604.0
-2;104300;STARFRUIT;4984;21;;;;;4991;22;;;;;4987.5;532.5859375
-2;104300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;604.0
-2;104400;STARFRUIT;4985;1;4984;28;;;4991;29;;;;;4988.0;522.71875
-2;104400;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;604.0
-2;104500;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;604.0
-2;104500;STARFRUIT;4984;26;;;;;4991;26;;;;;4987.5;524.9453125
-2;104600;STARFRUIT;4985;3;4984;25;;;4991;27;;;;;4988.0;521.375
-2;104600;AMETHYSTS;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;604.0
-2;104700;STARFRUIT;4986;1;4985;31;;;4991;1;4992;30;;;4988.5;516.4765625
-2;104700;AMETHYSTS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;604.0
-2;104800;STARFRUIT;4986;6;4985;28;;;4992;28;;;;;4989.0;515.0703125
-2;104800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;606.0
-2;104900;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;606.0
-2;104900;STARFRUIT;4985;26;;;;;4990;4;4991;2;4992;24;4987.5;517.90625
-2;105000;STARFRUIT;4985;21;;;;;4992;21;;;;;4988.5;510.2578125
-2;105000;AMETHYSTS;9995;21;;;;;10002;2;10005;21;;;9998.5;606.0
-2;105100;STARFRUIT;4986;10;4985;30;;;4992;32;;;;;4989.0;507.7421875
-2;105100;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;606.0
-2;105200;STARFRUIT;4990;7;4985;26;;;4992;26;;;;;4991.0;509.140625
-2;105200;AMETHYSTS;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;606.0
-2;105300;AMETHYSTS;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;606.0
-2;105300;STARFRUIT;4991;1;4985;27;;;4992;27;;;;;4991.5;510.3671875
-2;105400;STARFRUIT;4986;6;4985;24;;;4992;24;;;;;4989.0;512.0703125
-2;105400;AMETHYSTS;10002;1;9995;24;;;10005;24;;;;;10003.5;606.0
-2;105500;AMETHYSTS;9998;1;9995;28;;;10005;28;;;;;10001.5;608.0
-2;105500;STARFRUIT;4986;28;;;;;4991;2;4993;28;;;4988.5;496.8359375
-2;105600;AMETHYSTS;9998;8;9995;30;;;10005;30;;;;;10001.5;608.0
-2;105600;STARFRUIT;4992;1;4986;30;;;4993;30;;;;;4992.5;496.296875
-2;105700;AMETHYSTS;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;608.0
-2;105700;STARFRUIT;4991;1;4986;29;;;4993;29;;;;;4992.0;500.6328125
-2;105800;STARFRUIT;4991;7;4986;28;;;4992;2;4993;26;;;4991.5;510.4140625
-2;105800;AMETHYSTS;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;608.0
-2;105900;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;608.0
-2;105900;STARFRUIT;4985;24;;;;;4992;24;;;;;4988.5;519.828125
-2;106000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;608.0
-2;106000;STARFRUIT;4984;22;;;;;4986;4;4991;22;;;4985.0;534.3671875
-2;106100;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;608.0
-2;106100;STARFRUIT;4985;2;4984;22;;;4989;7;4991;24;;;4987.0;540.2109375
-2;106200;STARFRUIT;4985;2;4984;21;;;4991;23;;;;;4988.0;540.203125
-2;106200;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;608.0
-2;106300;AMETHYSTS;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;608.0
-2;106300;STARFRUIT;4985;4;4984;28;;;4987;4;4991;28;;;4986.0;546.5
-2;106400;AMETHYSTS;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;612.0
-2;106400;STARFRUIT;4984;1;4983;22;;;4986;6;4988;8;4990;23;4985.0;555.53125
-2;106500;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;612.0
-2;106500;STARFRUIT;4983;20;;;;;4988;4;4990;20;;;4985.5;561.78515625
-2;106600;STARFRUIT;4983;30;;;;;4988;6;4990;30;;;4985.5;563.76953125
-2;106600;AMETHYSTS;9995;30;;;;;9998;4;10005;30;;;9996.5;612.0
-2;106700;AMETHYSTS;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;620.0
-2;106700;STARFRUIT;4983;2;4982;28;;;4989;30;;;;;4986.0;568.6484375
-2;106800;AMETHYSTS;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;622.0
-2;106800;STARFRUIT;4984;2;4983;31;;;4989;1;4990;30;;;4986.5;567.67578125
-2;106900;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;624.0
-2;106900;STARFRUIT;4983;29;;;;;4990;29;;;;;4986.5;567.2734375
-2;107000;STARFRUIT;4983;26;;;;;4984;2;4989;1;4990;25;4983.5;567.56640625
-2;107000;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;624.0
-2;107100;AMETHYSTS;9995;22;;;;;9998;1;10005;22;;;9996.5;624.0
-2;107100;STARFRUIT;4983;22;;;;;4990;22;;;;;4986.5;569.6015625
-2;107200;AMETHYSTS;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;626.0
-2;107200;STARFRUIT;4983;25;;;;;4988;2;4989;1;4990;24;4985.5;571.5
-2;107300;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;626.0
-2;107300;STARFRUIT;4983;25;;;;;4990;25;;;;;4986.5;567.8046875
-2;107400;STARFRUIT;4984;6;4983;25;;;4990;25;;;;;4987.0;570.71484375
-2;107400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;626.0
-2;107500;AMETHYSTS;9995;25;;;;;10002;5;10005;25;;;9998.5;626.0
-2;107500;STARFRUIT;4983;25;;;;;4990;25;;;;;4986.5;569.37109375
-2;107600;AMETHYSTS;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;626.0
-2;107600;STARFRUIT;4983;31;;;;;4988;4;4990;31;;;4985.5;567.6953125
-2;107700;STARFRUIT;4983;24;;;;;4990;24;;;;;4986.5;568.5078125
-2;107700;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;626.0
-2;107800;STARFRUIT;4983;22;;;;;4990;22;;;;;4986.5;567.6171875
-2;107800;AMETHYSTS;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;626.0
-2;107900;STARFRUIT;4983;29;;;;;4989;1;4990;28;;;4986.0;571.28125
-2;107900;AMETHYSTS;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;626.0
-2;108000;AMETHYSTS;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;626.0
-2;108000;STARFRUIT;4982;27;;;;;4989;27;;;;;4985.5;575.5546875
-2;108100;STARFRUIT;4982;25;;;;;4989;25;;;;;4985.5;576.20703125
-2;108100;AMETHYSTS;9995;25;;;;;9998;1;10005;25;;;9996.5;648.0
-2;108200;STARFRUIT;4982;31;;;;;4987;1;4988;2;4989;29;4984.5;578.328125
-2;108200;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;650.0
-2;108300;STARFRUIT;4982;21;;;;;4989;21;;;;;4985.5;576.77734375
-2;108300;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;650.0
-2;108400;AMETHYSTS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;650.0
-2;108400;STARFRUIT;4987;1;4982;26;;;4989;26;;;;;4988.0;576.78515625
-2;108500;STARFRUIT;4982;25;;;;;4983;1;4989;25;;;4982.5;576.6171875
-2;108500;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;650.0
-2;108600;STARFRUIT;4982;27;;;;;4989;27;;;;;4985.5;578.3671875
-2;108600;AMETHYSTS;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;650.0
-2;108700;STARFRUIT;4982;23;;;;;4989;23;;;;;4985.5;577.8984375
-2;108700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;658.0
-2;108800;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;658.0
-2;108800;STARFRUIT;4982;20;;;;;4989;20;;;;;4985.5;577.73046875
-2;108900;STARFRUIT;4982;31;;;;;4989;31;;;;;4985.5;578.859375
-2;108900;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;658.0
-2;109000;STARFRUIT;4983;4;4982;20;;;4989;20;;;;;4986.0;580.25
-2;109000;AMETHYSTS;9995;20;;;;;10002;2;10005;20;;;9998.5;658.0
-2;109100;STARFRUIT;4983;27;;;;;4988;5;4989;1;4990;27;4985.5;574.6796875
-2;109100;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;658.0
-2;109200;AMETHYSTS;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;658.0
-2;109200;STARFRUIT;4982;27;;;;;4989;27;;;;;4985.5;579.67578125
-2;109300;STARFRUIT;4983;1;4982;21;;;4989;21;;;;;4986.0;580.2890625
-2;109300;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;658.0
-2;109400;STARFRUIT;4982;21;;;;;4989;21;;;;;4985.5;577.59375
-2;109400;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;658.0
-2;109500;STARFRUIT;4983;5;4982;28;;;4989;30;;;;;4986.0;576.5234375
-2;109500;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;658.0
-2;109600;AMETHYSTS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;658.0
-2;109600;STARFRUIT;4983;29;;;;;4990;29;;;;;4986.5;572.703125
-2;109700;STARFRUIT;4983;27;;;;;4984;1;4990;27;;;4983.5;571.2734375
-2;109700;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;660.0
-2;109800;STARFRUIT;4983;24;;;;;4989;2;4990;22;;;4986.0;577.04296875
-2;109800;AMETHYSTS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;660.0
-2;109900;STARFRUIT;4983;27;;;;;4990;27;;;;;4986.5;577.912109375
-2;109900;AMETHYSTS;10002;1;9995;27;;;10005;27;;;;;10003.5;662.0
-2;110000;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;664.0
-2;110000;STARFRUIT;4982;22;;;;;4989;22;;;;;4985.5;581.34765625
-2;110100;STARFRUIT;4982;23;;;;;4989;24;;;;;4985.5;579.0859375
-2;110100;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;664.0
-2;110200;STARFRUIT;4983;20;;;;;4988;3;4990;20;;;4985.5;575.732421875
-2;110200;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;664.0
-2;110300;STARFRUIT;4983;22;;;;;4989;2;4990;20;;;4986.0;576.875
-2;110300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;664.0
-2;110400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;664.0
-2;110400;STARFRUIT;4983;30;;;;;4984;7;4990;30;;;4983.5;575.671875
-2;110500;STARFRUIT;4983;21;;;;;4990;21;;;;;4986.5;592.208984375
-2;110500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;664.0
-2;110600;STARFRUIT;4988;1;4982;28;;;4989;28;;;;;4988.5;591.62158203125
-2;110600;AMETHYSTS;10002;8;9995;28;;;10005;28;;;;;10003.5;664.0
-2;110700;STARFRUIT;4986;3;4982;26;;;4989;26;;;;;4987.5;594.0
-2;110700;AMETHYSTS;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;680.0
-2;110800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;680.0
-2;110800;STARFRUIT;4981;30;;;;;4988;30;;;;;4984.5;594.0
-2;110900;STARFRUIT;4981;24;;;;;4988;24;;;;;4984.5;594.0
-2;110900;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;680.0
-2;111000;STARFRUIT;4987;1;4981;24;;;4988;24;;;;;4987.5;594.0
-2;111000;AMETHYSTS;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;680.0
-2;111100;STARFRUIT;4982;2;4981;25;;;4988;27;;;;;4985.0;596.12255859375
-2;111100;AMETHYSTS;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;682.0
-2;111200;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;690.0
-2;111200;STARFRUIT;4982;22;;;;;4987;1;4989;22;;;4984.5;595.62548828125
-2;111300;STARFRUIT;4983;1;4982;30;;;4988;1;4989;29;;;4985.5;595.775390625
-2;111300;AMETHYSTS;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;690.0
-2;111400;STARFRUIT;4982;24;;;;;4989;24;;;;;4985.5;595.69970703125
-2;111400;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;696.0
-2;111500;STARFRUIT;4987;1;4983;6;4982;22;4989;22;;;;;4988.0;595.55078125
-2;111500;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;696.0
-2;111600;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;696.0
-2;111600;STARFRUIT;4983;7;4982;32;;;4989;32;;;;;4986.0;596.697265625
-2;111700;STARFRUIT;4982;2;4981;22;;;4988;22;;;;;4985.0;599.0
-2;111700;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;696.0
-2;111800;STARFRUIT;4982;6;4981;22;;;4988;22;;;;;4985.0;599.6552734375
-2;111800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;696.0
-2;111900;STARFRUIT;4981;22;;;;;4988;22;;;;;4984.5;599.0615234375
-2;111900;AMETHYSTS;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;696.0
-2;112000;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;696.0
-2;112000;STARFRUIT;4981;26;;;;;4985;4;4987;26;;;4983.0;599.990234375
-2;112100;STARFRUIT;4981;22;;;;;4987;2;4988;20;;;4984.0;599.8330078125
-2;112100;AMETHYSTS;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;696.0
-2;112200;STARFRUIT;4986;1;4981;28;;;4988;28;;;;;4987.0;599.2119140625
-2;112200;AMETHYSTS;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;706.0
-2;112300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;706.0
-2;112300;STARFRUIT;4981;5;4980;26;;;4987;26;;;;;4984.0;603.138671875
-2;112400;STARFRUIT;4980;29;;;;;4987;29;;;;;4983.5;603.427734375
-2;112400;AMETHYSTS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;706.0
-2;112500;STARFRUIT;4980;23;;;;;4987;23;;;;;4983.5;603.208984375
-2;112500;AMETHYSTS;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;706.0
-2;112600;STARFRUIT;4980;30;;;;;4987;30;;;;;4983.5;603.259765625
-2;112600;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;706.0
-2;112700;AMETHYSTS;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;706.0
-2;112700;STARFRUIT;4980;1;4979;28;;;4986;29;;;;;4983.0;605.146484375
-2;112800;STARFRUIT;4981;7;4980;22;;;4987;22;;;;;4984.0;604.798828125
-2;112800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;706.0
-2;112900;STARFRUIT;4980;2;4979;20;;;4986;22;;;;;4983.0;605.53515625
-2;112900;AMETHYSTS;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;706.0
-2;113000;STARFRUIT;4980;27;;;;;4985;4;4986;1;4987;26;4982.5;604.623046875
-2;113000;AMETHYSTS;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;706.0
-2;113100;AMETHYSTS;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;714.0
-2;113100;STARFRUIT;4980;21;;;;;4987;21;;;;;4983.5;604.1796875
-2;113200;STARFRUIT;4981;7;4980;31;;;4986;2;4987;29;;;4983.5;604.904296875
-2;113200;AMETHYSTS;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;714.0
-2;113300;STARFRUIT;4980;22;;;;;4981;5;4986;2;4987;20;4980.5;604.767578125
-2;113300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;714.0
-2;113400;STARFRUIT;4980;1;4979;20;;;4986;21;;;;;4983.0;614.5576171875
-2;113400;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;714.0
-2;113500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;714.0
-2;113500;STARFRUIT;4979;21;;;;;4986;21;;;;;4982.5;613.951171875
-2;113600;STARFRUIT;4979;1;4978;24;;;4985;25;;;;;4982.0;612.6455078125
-2;113600;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;714.0
-2;113700;STARFRUIT;4979;6;4978;21;;;4985;21;;;;;4982.0;612.4033203125
-2;113700;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;714.0
-2;113800;STARFRUIT;4979;24;;;;;4985;24;;;;;4982.0;612.98828125
-2;113800;AMETHYSTS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;714.0
-2;113900;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;716.0
-2;113900;STARFRUIT;4979;29;;;;;4985;1;4986;28;;;4982.0;613.0224609375
-2;114000;STARFRUIT;4979;2;4978;28;;;4985;30;;;;;4982.0;612.9462890625
-2;114000;AMETHYSTS;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;716.0
